0	0	0	0	0	0	459	468	0	0	0	0	0	0	98.077	7
0	0	0	339	0	0	0	351	0	0	0	96.581	0	0	0	4
0	0	379	5	0	198	376	1139	0	0	33.275	0.43898	0	17.384	33.011	0
517	0	0	0	0	3	6	547	94.516	0	0	0	0	0.54845	1.0969	1
1	0	0	0	306	0	0	327	0.30581	0	0	0	93.578	0	0	5
735	0	188	0	539	0	0	1667	44.091	0	11.278	0	32.334	0	0	1
516	0	217	0	0	212	999	2132	24.203	0	10.178	0	0	9.9437	46.857	7
24	0	847	0	833	0	228	2173	1.1045	0	38.978	0	38.334	0	10.492	0
15	0	0	0	0	31	328	415	3.6145	0	0	0	0	7.4699	79.036	7
1159	0	178	0	0	0	0	1505	77.01	0	11.827	0	0	0	0	1
0	0	0	2	619	0	480	1328	0	0	0	0.1506	46.611	0	36.145	5
869	0	0	0	0	0	6	956	90.9	0	0	0	0	0	0.62762	1
0	0	0	0	340	0	425	912	0	0	0	0	37.281	0	46.601	7
55	0	163	0	464	0	964	1899	2.8963	0	8.5835	0	24.434	0	50.764	7
260	0	0	0	23	0	0	291	89.347	0	0	0	7.9038	0	0	1
0	410	16	122	0	0	0	568	0	72.183	2.8169	21.479	0	0	0	2
0	0	91	215	0	245	239	880	0	0	10.341	24.432	0	27.841	27.159	0
0	0	0	0	0	0	266	296	0	0	0	0	0	0	89.865	7
0	0	0	52	0	17	493	676	0	0	0	7.6923	0	2.5148	72.929	7
350	0	0	0	0	0	0	434	80.645	0	0	0	0	0	0	1
0	1057	553	48	0	96	0	1925	0	54.909	28.727	2.4935	0	4.987	0	2
0	83	0	248	0	282	41	700	0	11.857	0	35.429	0	40.286	5.8571	6
0	1473	585	107	0	0	20	2652	0	55.543	22.059	4.0347	0	0	0.75415	2
182	10	312	131	0	241	719	1674	10.872	0.59737	18.638	7.8256	0	14.397	42.951	7
0	0	0	69	0	0	375	466	0	0	0	14.807	0	0	80.472	7
0	0	0	771	35	605	875	2512	0	0	0	30.693	1.3933	24.084	34.833	0
0	164	448	868	0	2	1944	3955	0	4.1466	11.327	21.947	0	0.050569	49.153	7
358	9	968	0	0	252	0	1943	18.425	0.4632	49.82	0	0	12.97	0	3
0	615	0	268	196	0	727	1980	0	31.061	0	13.535	9.899	0	36.717	0
0	244	147	506	0	203	443	1643	0	14.851	8.947	30.797	0	12.355	26.963	0
0	0	0	0	31	0	20	91	0	0	0	0	34.066	0	21.978	0
0	0	0	0	350	0	0	371	0	0	0	0	94.34	0	0	5
0	242	0	1	0	0	0	248	0	97.581	0	0.40323	0	0	0	2
0	210	0	707	28	0	158	1307	0	16.067	0	54.093	2.1423	0	12.089	4
73	0	99	0	0	0	0	9600	0.76042	0	1.0312	0	0	0	0	0
0	0	0	0	0	0	0	1437	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	803	0	0	0	0.12453	0	0	0	0
0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	735	2.1769	0	0	0	0	0	0	0
0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0
0	0	0	0	4	0	0	105	0	0	0	0	3.8095	0	0	0
0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	654	3.5168	0	0	0	0	0	0	0
0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
0	0	0	187	0	0	213	463	0	0	0	40.389	0	0	46.004	7
0	0	0	95	0	287	0	424	0	0	0	22.406	0	67.689	0	6
0	0	423	0	0	472	91	1146	0	0	36.911	0	0	41.187	7.9407	6
428	0	0	0	0	0	0	450	95.111	0	0	0	0	0	0	1
18	0	0	0	161	0	0	203	8.867	0	0	0	79.31	0	0	5
1012	0	0	0	482	0	0	1663	60.854	0	0	0	28.984	0	0	1
631	0	1254	72	0	429	221	2969	21.253	0	42.236	2.4251	0	14.449	7.4436	3
654	0	4	0	688	0	355	1965	33.282	0	0.20356	0	35.013	0	18.066	0
22	0	0	0	0	113	211	430	5.1163	0	0	0	0	26.279	49.07	7
1209	0	0	0	0	0	0	1362	88.767	0	0	0	0	0	0	1
0	0	0	31	450	115	399	1254	0	0	0	2.4721	35.885	9.1707	31.818	0
877	0	0	0	0	0	0	995	88.141	0	0	0	0	0	0	1
0	0	0	0	404	6	498	1004	0	0	0	0	40.239	0.59761	49.602	7
97	2	155	71	306	0	1139	1993	4.867	0.10035	7.7772	3.5625	15.354	0	57.15	7
244	0	0	0	17	0	0	276	88.406	0	0	0	6.1594	0	0	1
0	302	66	193	0	2	0	617	0	48.947	10.697	31.28	0	0.32415	0	2
0	0	346	220	0	179	96	915	0	0	37.814	24.044	0	19.563	10.492	0
0	0	0	26	0	161	210	477	0	0	0	5.4507	0	33.753	44.025	7
0	0	2	72	0	344	281	869	0	0	0.23015	8.2854	0	39.586	32.336	0
391	0	0	0	0	0	0	457	85.558	0	0	0	0	0	0	1
0	850	456	91	0	0	0	1543	0	55.087	29.553	5.8976	0	0	0	2
0	0	0	204	0	241	0	507	0	0	0	40.237	0	47.535	0	6
0	1409	584	100	0	4	0	2545	0	55.363	22.947	3.9293	0	0.15717	0	2
386	1	246	131	0	393	507	1747	22.095	0.057241	14.081	7.4986	0	22.496	29.021	0
0	0	0	3	0	61	217	320	0	0	0	0.9375	0	19.062	67.812	7
0	0	0	0	38	1826	231	2352	0	0	0	0	1.6156	77.636	9.8214	6
0	234	171	695	35	477	1985	4115	0	5.6865	4.1555	16.889	0.85055	11.592	48.238	7
459	67	1041	0	0	175	2	2146	21.389	3.1221	48.509	0	0	8.1547	0.093197	3
0	750	0	203	152	0	1038	2293	0	32.708	0	8.853	6.6289	0	45.268	7
0	152	243	502	0	448	338	1854	0	8.1985	13.107	27.077	0	24.164	18.231	0
0	0	0	0	86	4	0	129	0	0	0	0	66.667	3.1008	0	5
0	0	0	0	374	0	0	405	0	0	0	0	92.346	0	0	5
0	166	0	1	0	0	0	167	0	99.401	0	0.5988	0	0	0	2
0	211	0	667	11	0	93	1205	0	17.51	0	55.353	0.91286	0	7.7178	4
105	0	0	0	0	0	0	9443	1.1119	0	0	0	0	0	0	0
